Generation,Max Fitness,Mean Fitness,Median Fitness,Min Fitness
0,0.62,0.05786666666666667,0.0,0.0
1,0.62,0.3181333333333334,0.3333333333333333,0.0
2,0.62,0.3508,0.3333333333333333,0.0
3,0.62,0.37833333333333335,0.3333333333333333,0.0
4,0.64,0.43753333333333333,0.34,0.0
5,0.64,0.5258666666666667,0.62,0.013333333333333334
6,0.6666666666666666,0.5737333333333334,0.62,0.02
7,0.6666666666666666,0.5901333333333334,0.62,0.0
8,0.6666666666666666,0.5875333333333334,0.62,0.0
9,0.6666666666666666,0.5676666666666668,0.62,0.0
10,0.6666666666666666,0.5918666666666668,0.62,0.3333333333333333
11,0.6666666666666666,0.6070666666666669,0.62,0.0
12,0.6666666666666666,0.5841333333333334,0.6266666666666667,0.0
13,0.6666666666666666,0.6208666666666667,0.64,0.0
14,0.6666666666666666,0.629,0.66,0.22
15,0.6666666666666666,0.6413333333333334,0.66,0.3333333333333333
16,0.6666666666666666,0.6344000000000001,0.6666666666666666,0.0
17,0.6666666666666666,0.6253333333333334,0.6666666666666666,0.0
18,0.6666666666666666,0.6415333333333334,0.6666666666666666,0.3333333333333333
19,0.6666666666666666,0.6285333333333334,0.6666666666666666,0.0
20,0.6666666666666666,0.6450666666666668,0.6666666666666666,0.22666666666666666
21,0.6666666666666666,0.6291333333333334,0.6666666666666666,0.006666666666666667
22,0.6666666666666666,0.6329333333333333,0.6666666666666666,0.0
23,0.6666666666666666,0.6409333333333334,0.6666666666666666,0.08
24,0.6666666666666666,0.6288000000000001,0.6666666666666666,0.0
25,0.6666666666666666,0.6244666666666666,0.6666666666666666,0.0
26,0.6666666666666666,0.6207333333333334,0.6666666666666666,0.02666666666666667
27,0.6666666666666666,0.6303333333333334,0.6666666666666666,0.0
28,0.6666666666666666,0.6036666666666667,0.6666666666666666,0.0
29,0.6666666666666666,0.6382666666666668,0.6666666666666666,0.0
30,0.6666666666666666,0.6242,0.6666666666666666,0.0
31,0.6666666666666666,0.6127333333333334,0.6666666666666666,0.0
32,0.6666666666666666,0.6330666666666668,0.6666666666666666,0.08
33,0.6666666666666666,0.6353333333333334,0.6666666666666666,0.0
34,0.6666666666666666,0.6531999999999999,0.6666666666666666,0.3333333333333333
35,0.6666666666666666,0.6300000000000001,0.6666666666666666,0.0
36,0.6666666666666666,0.6394,0.6666666666666666,0.12
37,0.6666666666666666,0.6231333333333334,0.6666666666666666,0.006666666666666667
38,0.6666666666666666,0.6402666666666668,0.6666666666666666,0.0
39,0.6666666666666666,0.6398666666666667,0.6666666666666666,0.0
40,0.6666666666666666,0.6184000000000001,0.6666666666666666,0.0
41,0.6666666666666666,0.647,0.6666666666666666,0.10666666666666667
42,0.6666666666666666,0.6166,0.6666666666666666,0.0
43,0.6666666666666666,0.6458666666666666,0.6666666666666666,0.0
44,0.6666666666666666,0.6300666666666668,0.6666666666666666,0.0
45,0.6666666666666666,0.6346666666666667,0.6666666666666666,0.0
46,0.6666666666666666,0.6274666666666667,0.6666666666666666,0.0
47,0.6666666666666666,0.6193333333333334,0.6666666666666666,0.0
48,0.6666666666666666,0.6327333333333334,0.6666666666666666,0.0
49,0.6666666666666666,0.6228666666666667,0.6666666666666666,0.0
50,0.6666666666666666,0.6354,0.6666666666666666,0.0
51,0.6666666666666666,0.6182666666666666,0.6666666666666666,0.0
52,0.6666666666666666,0.6344666666666667,0.6666666666666666,0.0
53,0.6666666666666666,0.6433333333333333,0.6666666666666666,0.0
