Generation,Max Fitness,Mean Fitness,Median Fitness,Min Fitness
0,0.35333333333333333,0.04533333333333333,0.0,0.0
1,0.36666666666666664,0.325,0.3333333333333333,0.15333333333333332
2,0.36666666666666664,0.3344666666666666,0.3333333333333333,0.3
3,0.3933333333333333,0.33773333333333333,0.3333333333333333,0.2866666666666667
4,0.37333333333333335,0.3378,0.3333333333333333,0.2733333333333333
5,0.38,0.34593333333333326,0.35333333333333333,0.3
6,0.36666666666666664,0.35146666666666676,0.35333333333333333,0.32
7,0.35333333333333333,0.35173333333333345,0.35333333333333333,0.29333333333333333
8,0.35333333333333333,0.35226666666666673,0.35333333333333333,0.28
9,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
10,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
11,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
12,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
13,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
14,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
15,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
16,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
17,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
18,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
19,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
20,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
21,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
22,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
23,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
24,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
25,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
26,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
27,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
28,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
29,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
30,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
31,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
32,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
33,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
34,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
35,0.35333333333333333,0.35333333333333333,0.35333333333333333,0.35333333333333333
