Generation,Max Fitness,Mean Fitness,Median Fitness,Min Fitness
0,0.36,0.063,0.0,0.0
1,0.38666666666666666,0.20800000000000002,0.3333333333333333,0.0
2,0.38666666666666666,0.2661333333333334,0.3333333333333333,0.0
3,0.38666666666666666,0.26280000000000003,0.3333333333333333,0.0
4,0.64,0.2886666666666667,0.3333333333333333,0.0
5,0.6333333333333333,0.2824666666666667,0.3333333333333333,0.0
6,0.6333333333333333,0.29980000000000007,0.3333333333333333,0.0
7,0.6466666666666666,0.3145333333333334,0.3333333333333333,0.0
8,0.6466666666666666,0.29440000000000005,0.3333333333333333,0.0
9,0.66,0.3292666666666667,0.3433333333333334,0.0
10,0.66,0.34473333333333334,0.36666666666666664,0.0
11,0.66,0.3698,0.38,0.0
12,0.66,0.35359999999999997,0.38666666666666666,0.0
13,0.6666666666666666,0.39059999999999995,0.4,0.0
14,0.6666666666666666,0.41246666666666665,0.4266666666666667,0.0
15,0.6666666666666666,0.4475999999999999,0.5266666666666666,0.0
16,0.6666666666666666,0.47673333333333323,0.5466666666666666,0.0
17,0.6666666666666666,0.47193333333333326,0.5733333333333334,0.0
18,0.78,0.5078,0.6133333333333333,0.0
19,0.78,0.5053333333333333,0.6466666666666666,0.0
20,0.78,0.4858666666666666,0.6499999999999999,0.0
21,0.78,0.5321333333333333,0.66,0.0
22,0.78,0.4944666666666666,0.66,0.0
23,0.78,0.5166,0.66,0.0
24,0.78,0.5486,0.6666666666666666,0.0
25,0.78,0.5279333333333333,0.6666666666666666,0.0
26,0.78,0.5274666666666665,0.6666666666666666,0.0
27,0.78,0.5534,0.6666666666666666,0.0
28,0.78,0.5514,0.6666666666666666,0.0
29,0.78,0.5592666666666666,0.6666666666666666,0.0
30,0.78,0.5478666666666666,0.6666666666666666,0.0
31,0.84,0.5512666666666666,0.6666666666666666,0.0
32,0.84,0.5163333333333333,0.6666666666666666,0.0
33,0.84,0.5303333333333332,0.6666666666666666,0.0
34,0.84,0.5392,0.6666666666666666,0.0
35,0.84,0.5416666666666666,0.6666666666666666,0.0
36,0.84,0.5705333333333332,0.6666666666666666,0.0
37,0.84,0.5457333333333332,0.6666666666666666,0.0
38,0.84,0.5492666666666666,0.6666666666666666,0.0
39,0.84,0.5481333333333334,0.6666666666666666,0.0
40,0.84,0.5870000000000001,0.6666666666666666,0.0
41,0.84,0.5493333333333333,0.6666666666666666,0.0
42,0.84,0.5613333333333334,0.6666666666666666,0.0
43,0.84,0.5928666666666667,0.6666666666666666,0.0
44,0.84,0.55,0.6666666666666666,0.0
45,0.8733333333333333,0.5871999999999999,0.6666666666666666,0.0
46,0.8733333333333333,0.5835333333333333,0.6666666666666666,0.0
47,0.8733333333333333,0.6218,0.6666666666666666,0.0
48,0.8733333333333333,0.5763333333333333,0.6666666666666666,0.0
49,0.8733333333333333,0.6463333333333332,0.75,0.0
50,0.8733333333333333,0.6623333333333333,0.8,0.0
51,0.8733333333333333,0.7064,0.84,0.0
52,0.8733333333333333,0.6911333333333335,0.84,0.0
53,0.8733333333333333,0.7261333333333332,0.84,0.26666666666666666
54,0.8933333333333333,0.7471999999999999,0.84,0.20666666666666667
55,0.8933333333333333,0.6997333333333334,0.84,0.0
56,0.8933333333333333,0.7006000000000001,0.84,0.0
57,0.8933333333333333,0.6990666666666666,0.8466666666666667,0.0
58,0.8933333333333333,0.7294666666666667,0.8533333333333334,0.0
59,0.8933333333333333,0.7392666666666667,0.8533333333333334,0.0
60,0.8933333333333333,0.7823333333333333,0.8533333333333334,0.15333333333333332
61,0.9,0.7353333333333333,0.86,0.0
62,0.8933333333333333,0.7825333333333333,0.8733333333333333,0.0
63,0.8933333333333333,0.7315333333333334,0.8733333333333333,0.0
64,0.8933333333333333,0.7674666666666664,0.8733333333333333,0.0
65,0.9,0.8053333333333333,0.8733333333333333,0.0
66,0.8933333333333333,0.7676,0.8733333333333333,0.0
67,0.8933333333333333,0.7920666666666666,0.8866666666666667,0.0
68,0.8933333333333333,0.7842000000000001,0.8866666666666667,0.26
69,0.9533333333333334,0.8002666666666667,0.8866666666666667,0.0
70,0.9533333333333334,0.7734000000000001,0.8866666666666667,0.0
71,0.9533333333333334,0.8149999999999998,0.8866666666666667,0.06
72,0.9533333333333334,0.7942666666666667,0.8866666666666667,0.3
73,0.9533333333333334,0.809,0.8866666666666667,0.0
74,0.9533333333333334,0.7738666666666666,0.8866666666666667,0.0
75,0.9533333333333334,0.8339999999999997,0.8866666666666667,0.3333333333333333
76,0.9533333333333334,0.82,0.8933333333333333,0.0
77,0.9533333333333334,0.7876000000000001,0.8933333333333333,0.0
78,0.9533333333333334,0.8479333333333331,0.9066666666666666,0.0
79,0.9533333333333334,0.8433333333333332,0.9066666666666666,0.3
80,0.9533333333333334,0.854733333333333,0.9066666666666666,0.3333333333333333
81,0.9533333333333334,0.8631999999999997,0.9099999999999999,0.0
82,0.96,0.8770666666666667,0.9533333333333334,0.3333333333333333
83,0.96,0.8775333333333332,0.9533333333333334,0.3333333333333333
84,0.96,0.8669333333333331,0.9533333333333334,0.3
85,0.96,0.8946,0.9533333333333334,0.0
86,0.96,0.8731333333333332,0.9533333333333334,0.0
87,0.96,0.8579333333333333,0.9533333333333334,0.0
88,0.96,0.8402666666666666,0.9533333333333334,0.0
89,0.96,0.8541999999999998,0.9533333333333334,0.0
90,0.96,0.8981999999999998,0.9533333333333334,0.30666666666666664
91,0.96,0.8422666666666666,0.9533333333333334,0.0
92,0.96,0.8413333333333333,0.9533333333333334,0.0
93,0.96,0.8518666666666665,0.9533333333333334,0.0
94,0.96,0.8654666666666664,0.9533333333333334,0.3333333333333333
95,0.96,0.8535333333333333,0.9533333333333334,0.0
96,0.96,0.8342666666666666,0.9533333333333334,0.006666666666666667
97,0.96,0.8506,0.9533333333333334,0.013333333333333334
98,0.96,0.8983333333333333,0.96,0.0
99,0.96,0.8404,0.96,0.0
