Generation,Max Fitness,Mean Fitness,Median Fitness,Min Fitness
0,0.34,0.047666666666666656,0.0,0.0
1,0.62,0.26220000000000004,0.3333333333333333,0.0
2,0.62,0.2832,0.3333333333333333,0.0
3,0.62,0.29053333333333337,0.3333333333333333,0.0
4,0.62,0.2984666666666667,0.3333333333333333,0.0
5,0.62,0.3024,0.3333333333333333,0.0
6,0.62,0.2930666666666667,0.3333333333333333,0.0
7,0.62,0.3065333333333334,0.3333333333333333,0.0
8,0.62,0.3248666666666668,0.3333333333333333,0.0
9,0.6666666666666666,0.33233333333333337,0.3333333333333333,0.0
10,0.6666666666666666,0.3685333333333333,0.34,0.0
11,0.6666666666666666,0.4212666666666667,0.3833333333333333,0.0
12,0.6666666666666666,0.46166666666666656,0.4766666666666667,0.0
13,0.6666666666666666,0.5156,0.62,0.0
14,0.6666666666666666,0.5349333333333333,0.62,0.0
15,0.6666666666666666,0.5364,0.62,0.0
16,0.6666666666666666,0.5116666666666666,0.62,0.0
17,0.6666666666666666,0.5163333333333333,0.62,0.0
18,0.6666666666666666,0.5349999999999999,0.62,0.0
19,0.6666666666666666,0.5404666666666667,0.62,0.0
20,0.6666666666666666,0.5487333333333332,0.6666666666666666,0.0
21,0.6666666666666666,0.5539999999999999,0.6666666666666666,0.0
22,0.6666666666666666,0.5632666666666666,0.6666666666666666,0.0
23,0.6666666666666666,0.5568666666666666,0.6666666666666666,0.0
24,0.6666666666666666,0.5718666666666666,0.6666666666666666,0.0
25,0.6666666666666666,0.5573999999999999,0.6666666666666666,0.0
26,0.6666666666666666,0.5631999999999999,0.6666666666666666,0.0
27,0.6666666666666666,0.5648666666666666,0.6666666666666666,0.0
28,0.6666666666666666,0.5480666666666666,0.6666666666666666,0.0
29,0.6666666666666666,0.5876666666666667,0.6666666666666666,0.0
30,0.6666666666666666,0.5576,0.6666666666666666,0.0
31,0.6666666666666666,0.5503333333333333,0.6666666666666666,0.0
32,0.6666666666666666,0.5684666666666666,0.6666666666666666,0.0
33,0.6666666666666666,0.5662666666666667,0.6666666666666666,0.0
34,0.6666666666666666,0.5569333333333333,0.6666666666666666,0.0
35,0.6666666666666666,0.57,0.6666666666666666,0.0
36,0.6666666666666666,0.5516666666666665,0.6666666666666666,0.0
37,0.6666666666666666,0.5579333333333333,0.6666666666666666,0.0
38,0.6666666666666666,0.5703333333333334,0.6666666666666666,0.0
39,0.6666666666666666,0.5826666666666667,0.6666666666666666,0.0
40,0.6666666666666666,0.5716,0.6666666666666666,0.0
41,0.6666666666666666,0.5517333333333333,0.6666666666666666,0.0
42,0.6666666666666666,0.5780666666666666,0.6666666666666666,0.0
43,0.6666666666666666,0.5618666666666666,0.6666666666666666,0.0
44,0.6666666666666666,0.5686666666666667,0.6666666666666666,0.0
